banner_id,banner,country_iso,country_name,region,erp,cloud,procurement,confidence,raw_notes
1155,Global Food / Scana Food,NO,Norway,Nordics,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
1156,A-Market,NO,Norway,Nordics,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
1157,Asko (NorgesGruppen wholesale),NO,Norway,Nordics,SAP S/4HANA,Azure,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini NorgesGruppen Logistikk + ChatGPT Asko on same SAP core as NorgesGruppen retail)
1158,Storcash (NorgesGruppen cash & carry),NO,Norway,Nordics,SAP S/4HANA,Azure,Ariba,INFERRED,🟡 INFERRED (NorgesGruppen wholesale standard)
1159,Servicegrossistene,NO,Norway,Nordics,D365,Azure,Unknown,PROBABLE,🟠 PROBABLE (Gemini IT Job Postings D365/Azure) — NEW SIGNAL: Norwegian foodservice wholesale on D365
1160,Maske,NO,Norway,Nordics,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
1161,Strøm-Larsen,NO,Norway,Nordics,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN (foodservice wholesale)
1162,Fiskeriet,NO,Norway,Nordics,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN (specialty seafood retail)
1163,Nordby Supermarket,NO,Norway,Nordics,SAP S/4HANA,Azure,Native,INFERRED,🟡 INFERRED (Gemini Grensemat AB) — cross-border SE/NO retail
1164,Maximat,NO,Norway,Nordics,Per Nordby (Grensemat AB),Azure,Native,INFERRED,🟡 INFERRED (Gemini Grensemat AB) — cross-border SE/NO retail
1165,1. NORWEGIAN GROCERY TRIPOLY — DISTINCT TECH STACKS,NO,Norway,Nordics,,,,UNKNOWN,
1166,"Norway is dominated by 3 enterprise grocery groups (~96% of revenue), each on a distinct architecture:",NO,Norway,Nordics,,,,UNKNOWN,
1167,"NorgesGruppen (~44%): SAP S/4HANA 2022 + SAP Ariba on Azure, ASKO wholesale infrastructure central — covers Kiwi, Meny, ",NO,Norway,Nordics,,,,UNKNOWN,
1168,Reitan Retail / Rema 1000 (~22%): SAP S/4HANA 2022 + SAP Ariba on AWS — Norway's single largest AWS grocery customer,NO,Norway,Nordics,,,,UNKNOWN,
1169,This AWS commitment by Rema 1000 is the standout Norwegian signal. It mirrors:,NO,Norway,Nordics,,,,UNKNOWN,
1170,Casino Group (France) — AWS,NO,Norway,Nordics,,,,UNKNOWN,
1171,Manor Food (Switzerland) — AWS,NO,Norway,Nordics,,,,UNKNOWN,
1172,Picard (France) — AWS,NO,Norway,Nordics,,,,UNKNOWN,
1173,But Norway is the only EU country with a hyperscaler tripole — Azure (NorgesGruppen + Coop) + AWS (Reitan/Rema) at Tier ,NO,Norway,Nordics,,,,UNKNOWN,
1174,2. NORGESGRUPPEN'S ASKO BACKBONE,NO,Norway,Nordics,,,,UNKNOWN,
1175,ASKO (NorgesGruppen's wholesale arm) is the central infrastructure backbone. All NorgesGruppen retail banners route proc,NO,Norway,Nordics,,,,UNKNOWN,
1176,"Kiwi, Meny, Spar Norge, Joker, Nærbutikken, Gigaboks all share ASKO's SAP S/4HANA backbone",NO,Norway,Nordics,,,,UNKNOWN,
1177,Bunnpris (independent grocery) procures via NorgesGruppen ASKO infrastructure — agentic-readiness signal,NO,Norway,Nordics,,,,UNKNOWN,
1178,Total ASKO-routed banners: ~17 banners,NO,Norway,Nordics,,,,UNKNOWN,
1179,This is one of EU's most consolidated grocery wholesale networks. One ASKO procurement entry point reaches ~50% of Norwe,NO,Norway,Nordics,,,,UNKNOWN,
1180,3. COOP NORGE — LAWSON LEGACY → SAP S/4HANA,NO,Norway,Nordics,,,,UNKNOWN,
1181,Important historical signal from Perplexity: Coop Norge regions (especially Trondos) historically ran Lawson Retail ERP ,NO,Norway,Nordics,,,,UNKNOWN,
1182,The current Coop Norge S/4 Transformation (Gemini) is the consolidation away from Lawson legacy. Meaningful migration si,NO,Norway,Nordics,,,,UNKNOWN,
1183,4. REMA 1000 — UNIQUE ANALYTICS STACK,NO,Norway,Nordics,,,,UNKNOWN,
1184,5. NORWEGIAN NON-FOOD MICROSOFT D365 PATTERN,NO,Norway,Nordics,,,,UNKNOWN,
1185,Two Microsoft D365 grocery-adjacent confirmations in Norway:,NO,Norway,Nordics,,,,UNKNOWN,
1186,Nille — D365 F&O 2023 (confirmed) for non-food/discount specialty,NO,Norway,Nordics,,,,UNKNOWN,
1187,Servicegrossistene — D365 F&O 2022 (probable) for foodservice wholesale,NO,Norway,Nordics,,,,UNKNOWN,
1188,6. CROSS-BORDER SE/NO RETAIL — GRENSEMAT,NO,Norway,Nordics,,,,UNKNOWN,
1189,7. NORWEGIAN PROCUREMENT MAP,NO,Norway,Nordics,,,,UNKNOWN,
1190,"SAP Ariba (NorgesGruppen group): Kiwi, Meny, Meny Gourmet, Spar Norge, EuroSpar Norge, Joker, Nærbutikken, Gigaboks, CC ",NO,Norway,Nordics,,,,UNKNOWN,
1191,"SAP Ariba (Reitan Retail): Rema 1000, Rema 1000 Xtra",NO,Norway,Nordics,,,,UNKNOWN,
1192,"SAP Ariba (Independent): Europris, Holdbart, Normal, Action Norge",NO,Norway,Nordics,,,,UNKNOWN,
1193,"Native ERP Module (Coop Norge): Extra, Obs, Coop Mega/Prix/Marked/Market, Matkroken (7 banners)",NO,Norway,Nordics,,,,UNKNOWN,
1194,Native ERP Module (Rusta): Rusta Norge,NO,Norway,Nordics,,,,UNKNOWN,
1195,Native D365: Nille,NO,Norway,Nordics,,,,UNKNOWN,
1196,D365 (foodservice): Servicegrossistene,NO,Norway,Nordics,,,,UNKNOWN,
1197,RELEX + Splunk overlay (Reitan): Rema 1000 cluster,NO,Norway,Nordics,,,,UNKNOWN,
1198,8. NORWEGIAN CLOUD MAP,NO,Norway,Nordics,,,,UNKNOWN,
1199,"Azure dominant: NorgesGruppen cluster (~17 banners), Coop Norge cluster (~7 banners), Action Norge, Europris, Holdbart, ",NO,Norway,Nordics,,,,UNKNOWN,
1200,"AWS: Rema 1000 cluster (Reitan Retail), Rusta Norge (Swedish parent on AWS) — ~3 banners",NO,Norway,Nordics,,,,UNKNOWN,
1201,STACKIT: Not a Norwegian factor (no Lidl in Norway),NO,Norway,Nordics,,,,UNKNOWN,
1202,Hybrid/On-prem legacy: Some Coop Norge regions (transitioning away from Lawson),NO,Norway,Nordics,,,,UNKNOWN,
1203,"Note: Norway has no Lidl, so STACKIT is absent. Aldi is absent too. Norway's grocery market is closed to discount intern",NO,Norway,Nordics,,,,UNKNOWN,
1204,9. HALLUCINATION SCORECARD (NORWAY),NO,Norway,Nordics,,,,UNKNOWN,
1205,LLM,NO,Norway,Nordics,Best Signal,Worst Signal,Notes,UNKNOWN,
1206,Gemini,NO,Norway,Nordics,D365,Some PMI speculation,Highest signal yield,UNKNOWN,
1207,ChatGPT,NO,Norway,Nordics,"NorgesGruppen SAP retail/wholesale core inferred migration to S/4, ASKO inferred",Conservative on cloud specifics,Reliable,UNKNOWN,
1208,Copilot,NO,Norway,Nordics,D365,Misses S/4HANA migration confirmations,Strong on niche/legacy + analytics signals,UNKNOWN,
1209,Perplexity,NO,Norway,Nordics,"Same Lawson signal as Copilot, REMA 1000 RELEX/Splunk","Heavy ""echoloc"" gaps for Norway",Mixed,UNKNOWN,
1210,Mistral,NO,Norway,Nordics,SAP ECC,Limited beyond top 4,Acceptable conservative,UNKNOWN,
1211,Grok,NO,Norway,Nordics,"Conservative SAP for top groups, includes Bunnpris/Normal correctly","Most ""no public evidence""",Acceptable,UNKNOWN,
1212,10. NEW NORWAY SIGNALS WORTH HIGHLIGHTING,NO,Norway,Nordics,,,,UNKNOWN,
1213,NorgesGruppen Manhattan Associates WMS + Cepheo Microsoft D365 staff planning (Copilot — ancillary tools),NO,Norway,Nordics,,,,UNKNOWN,
1214,"Coop Norge Lawson Retail ERP legacy (Trondos region — Lawson 2017 case, transitioning to SAP S/4HANA)",NO,Norway,Nordics,,,,UNKNOWN,
1215,Syndigo MDM at Coop Norge (master data management overlay),NO,Norway,Nordics,,,,UNKNOWN,
1216,REMA 1000 RELEX + Splunk (forecasting + price-workflow monitoring),NO,Norway,Nordics,,,,UNKNOWN,
1217,Spar Kjøp AS undisclosed ERP + Intelligent Systems WMS integration (Copilot 2025-26 case),NO,Norway,Nordics,,,,UNKNOWN,
1218,Nille D365 F&O — Norwegian discount on Microsoft,NO,Norway,Nordics,,,,UNKNOWN,
1219,Servicegrossistene D365 F&O — Norwegian foodservice wholesale on Microsoft,NO,Norway,Nordics,,,,UNKNOWN,
1220,Reitan Retail on AWS — distinct from competitors,NO,Norway,Nordics,,,,UNKNOWN,
1221,📊 NORWAY FINAL STATUS,NO,Norway,Nordics,,,,UNKNOWN,
1222,43 banners assessed,NO,Norway,Nordics,,,,UNKNOWN,
1223,🟢 Confirmed: 11 (26%),NO,Norway,Nordics,,,,UNKNOWN,
1224,🟠 Probable: 3 (7%),NO,Norway,Nordics,,,,UNKNOWN,
1225,🟡 Inferred from parent: 17 (40%),NO,Norway,Nordics,,,,UNKNOWN,
1226,⚫ Unknown / Legacy: 12 (28%),NO,Norway,Nordics,,,,UNKNOWN,
1227,The top 7 Norwegian grocery groups (~96% of revenue) all confirmed/probable on enterprise ERP:,NO,Norway,Nordics,,,,UNKNOWN,
1228,"NorgesGruppen cluster (~44%) — SAP S/4HANA + Ariba on Azure (Kiwi, Meny, Spar, Joker, Bunnpris-procurement, ASKO)",NO,Norway,Nordics,,,,UNKNOWN,
1229,"Coop Norge cluster (~30%) — SAP S/4HANA + Native on Azure (Extra, Obs, Coop Mega/Prix/Marked, Matkroken)",NO,Norway,Nordics,,,,UNKNOWN,
1230,Reitan Retail / Rema 1000 (~22%) — SAP S/4HANA + Ariba on AWS (with RELEX + Splunk),NO,Norway,Nordics,,,,UNKNOWN,
1231,Europris + Holdbart (~3%) — SAP S/4HANA + Ariba on Azure (consolidating),NO,Norway,Nordics,,,,UNKNOWN,
1232,Action Norge (~1%) — SAP S/4HANA + Ariba on Azure,NO,Norway,Nordics,,,,UNKNOWN,
1233,"Bunnpris (~1%, procurement via NorgesGruppen) — SAP S/4HANA + Ariba on Azure",NO,Norway,Nordics,,,,UNKNOWN,
1234,Norway agentic-readiness: ~96% revenue-weighted on enterprise ERP — second-highest in EU after Austria (92%) and Belgium,NO,Norway,Nordics,,,,UNKNOWN,
1235,"For AIO rails, Norway is ultra-consolidated (3 entry points cover 96% of market):",NO,Norway,Nordics,,,,UNKNOWN,
1236,NorgesGruppen ASKO (Azure + Ariba) — 1 entry point reaches ~50% of grocery,NO,Norway,Nordics,,,,UNKNOWN,
1237,Coop Norge (Azure + Native) — 1 entry point reaches ~30%,NO,Norway,Nordics,,,,UNKNOWN,
1238,Reitan Retail (AWS + Ariba) — 1 entry point reaches ~22%,NO,Norway,Nordics,,,,UNKNOWN,
1239,"Plus Microsoft D365 niche (Nille, Servicegrossistene) for non-food/foodservice diversification.",NO,Norway,Nordics,,,,UNKNOWN,
1240,ICA (Gruppen),SE,Sweden,Nordics,Infor CloudSuite,Hybrid,"Native, EDI",CONFIRMED,🟢 CONFIRMED Infor migration (Perplexity Infor press release 2023) — EU's first major Infor grocery signal
1241,ICA Maxi / Maxi Stormarknad,SE,Sweden,Nordics,Per ICA Gruppen,Hybrid,"Native, EDI",INFERRED,🟡 INFERRED
1242,ICA Kvantum / Supermarket / Nära,SE,Sweden,Nordics,Per ICA Gruppen,Hybrid,"Native, EDI",INFERRED,🟡 INFERRED
1243,ICA Grossist,SE,Sweden,Nordics,Infor CloudSuite,Hybrid,"Native, EDI",CONFIRMED,🟢 INFERRED (ICA wholesale logistics on confirmed Infor stack)
1244,Coop Sverige,SE,Sweden,Nordics,SAP S/4HANA,"HEC, Azure, Hybrid","Ariba, EDI",CONFIRMED,🟢 CONFIRMED (Perplexity TCS-Coop Sweden partnership 2025 + Gemini Coop/SAP Transformation 2024 + ChatGPT Coop Group SAP S/4HANA / HEC)
1245,Stora Coop / Coop Forum / Coop Xtra / Coop Nära,SE,Sweden,Nordics,Per Coop Sverige,Azure,Ariba,INFERRED,🟡 INFERRED
1246,Willys (Axfood),SE,Sweden,Nordics,SAP S/4HANA,Azure,"Ariba, JAGGAER",CONFIRMED,🟢 CONFIRMED (Gemini Axfood/Dagab Tech Roadmap + ChatGPT Axfood SAP assortment planning + JAGGAER Axfood case) — MAJOR JAGGAER SIGNAL
1247,Willys Hemma,SE,Sweden,Nordics,Per Willys,Azure,"Ariba, JAGGAER",INFERRED,🟡 INFERRED
1248,Hemköp (Axfood),SE,Sweden,Nordics,SAP S/4HANA,Azure,"Ariba, JAGGAER",CONFIRMED,🟢 CONFIRMED (Gemini Axfood Annual Report)
1249,Hemköp Express,SE,Sweden,Nordics,Per Hemköp,Azure,"Ariba, JAGGAER",INFERRED,🟡 INFERRED
1250,City Gross (Axfood-acquired),SE,Sweden,Nordics,SAP S/4HANA,Azure,"Ariba, JAGGAER",PROBABLE,🟠 PROBABLE — TRANSITIONING (Gemini PMI flag — Axfood acquired Bergendahls/City Gross; transitioning to Axfood standard)
1251,Bergendahls Food (Axfood deal),SE,Sweden,Nordics,SAP S/4HANA,Azure,Ariba,PROBABLE,🟠 PROBABLE (Gemini Axfood/Bergendahls deal signals)
1252,EKO Stormarknad,SE,Sweden,Nordics,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
1253,Den Svenska / Sabis (specialty premium),SE,Sweden,Nordics,Microsoft Dynamics 365 Business Central (Sabis),Azure,Unknown,PROBABLE,🟠 PROBABLE (Gemini Sabis IT Job Signals) — NEW SIGNAL
1254,Handlar'n (Axfood-linked franchise),SE,Sweden,Nordics,SAP S/4HANA,Azure,"Ariba, JAGGAER",INFERRED,🟡 INFERRED
1255,Tempo (Axfood franchise),SE,Sweden,Nordics,SAP S/4HANA,Azure,"Ariba, JAGGAER",INFERRED,🟡 INFERRED
1256,Matöppet (Bergendahls),SE,Sweden,Nordics,SAP S/4HANA,Azure,Ariba,INFERRED,🟡 INFERRED (Bergendahls inheritance)
1257,Lidl Sverige,SE,Sweden,Nordics,SAP S/4HANA,STACKIT,Native,CONFIRMED,🟢 CONFIRMED (Schwarz IT Group Standard)
1258,Eurocash (Axfood-linked wholesale),SE,Sweden,Nordics,SAP S/4HANA,Azure,Ariba,INFERRED,🟡 INFERRED
1259,Gekås Ullared,SE,Sweden,Nordics,Microsoft Dynamics 365 F&O 2023,Azure,Native,PROBABLE,🟠 PROBABLE (Gemini IT Recruitment D365 Dev) — NEW SIGNAL: Sweden's largest single-site retailer on D365
1260,Gränsköp,SE,Sweden,Nordics,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN (cross-border SE/NO retail)
1261,Dollarstore,SE,Sweden,Nordics,SAP S/4HANA,Unknown,Native,PROBABLE,🟠 PROBABLE (Gemini Tokmanni/Dollarstore PMI) — PMI flag: transitioning to Tokmanni standard
1262,ÖoB,SE,Sweden,Nordics,SAP S/4HANA,Unknown,Native,PROBABLE,🟠 PROBABLE (Gemini ÖoB/Europris IT signals)
1263,Rusta Sverige,SE,Sweden,Nordics,SAP S/4HANA,AWS,Native,CONFIRMED,🟢 CONFIRMED (Gemini Rusta SAP S/4 Public Case)
1264,Action Sverige,SE,Sweden,Nordics,SAP S/4HANA,Azure,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini Action Global IT Hub — extends NL/FR/ES/PT/BE/LU/AT/CH/NO pattern)
1265,Paradiset / Goodstore / Lucu Food / Orient House,SE,Sweden,Nordics,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN (organic + ethnic specialty)
1266,Kista Grossen,SE,Sweden,Nordics,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN (Stockholm immigrant cash & carry)
1267,NK Saluhall / Östermalms Saluhall,SE,Sweden,Nordics,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN (premium urban food halls)
1268,Axfood Snabbgross,SE,Sweden,Nordics,SAP S/4HANA,Azure,"Ariba, JAGGAER",INFERRED,🟡 INFERRED
1269,Martin & Servera (Axel Johnson),SE,Sweden,Nordics,SAP S/4HANA,Azure,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini Axel Johnson Tech Case + ChatGPT Martin & Servera annual report SAP implementation + Iver IT partnership)
1270,Menigo (Sysco-owned),SE,Sweden,Nordics,SAP S/4HANA,AWS,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini Sysco Global Tech Standard) — NEW SIGNAL: Swedish foodservice on AWS via Sysco
1271,Svensk Cater (Bidcorp),SE,Sweden,Nordics,SAP S/4HANA,Unknown,Native,PROBABLE,🟠 PROBABLE (Gemini Bidcorp Global Standard)
1272,Dagab (Axfood Core Logistics Center),SE,Sweden,Nordics,SAP S/4HANA,Azure,"Ariba, JAGGAER",CONFIRMED,🟢 CONFIRMED (Gemini Axfood Core Logistics Center) — DAGAB IS THE PROCUREMENT BACKBONE
1273,1. THE INFOR vs SAP CONTROVERSY — ICA's REAL ARCHITECTURE,SE,Sweden,Nordics,,,,UNKNOWN,
1274,"The most important signal in the entire EU exercise so far: ICA Sweden is on Infor CloudSuite Distribution Enterprise, n",SE,Sweden,Nordics,,,,UNKNOWN,
1275,"Per Perplexity (Infor press release 2023; Enterprise Times 2023): ""ICA Sweden selected Infor CloudSuite Distribution Ent",SE,Sweden,Nordics,,,,UNKNOWN,
1276,This is the first major Infor grocery deployment in EU at material scale. ICA is Sweden's #1 grocer with ~50% market sha,SE,Sweden,Nordics,,,,UNKNOWN,
1277,"Migros ""One ERP"" (Switzerland — to SAP)",SE,Sweden,Nordics,,,,UNKNOWN,
1278,Coop Norge S/4 Transformation (Norway — to SAP),SE,Sweden,Nordics,,,,UNKNOWN,
1279,Pingo Doce on OCI (Portugal — SAP on Oracle Cloud),SE,Sweden,Nordics,,,,UNKNOWN,
1280,Implication: Sweden's Tier 1 grocery has fragmented enterprise ERP:,SE,Sweden,Nordics,,,,UNKNOWN,
1281,ICA Gruppen — Infor,SE,Sweden,Nordics,,,,UNKNOWN,
1282,Coop Sverige — SAP S/4HANA,SE,Sweden,Nordics,,,,UNKNOWN,
1283,"Axfood (Willys, Hemköp, etc.) — SAP S/4HANA",SE,Sweden,Nordics,,,,UNKNOWN,
1284,"This is a unique split for AIO rails to navigate — Infor is now a major EU grocery ERP signal alongside SAP, Microsoft D",SE,Sweden,Nordics,,,,UNKNOWN,
1285,2. DAGAB — AXFOOD'S PROCUREMENT BACKBONE,SE,Sweden,Nordics,,,,UNKNOWN,
1286,Per ChatGPT + Gemini + Perplexity: Dagab is Axfood's purchasing/logistics support company with a unique tech stack:,SE,Sweden,Nordics,,,,UNKNOWN,
1287,SAP S/4HANA 2023 + SAP assortment planning at the core,SE,Sweden,Nordics,,,,UNKNOWN,
1288,JAGGAER for contract management (confirmed via Axfood/JAGGAER case),SE,Sweden,Nordics,,,,UNKNOWN,
1289,SAP Ariba for transactional procurement,SE,Sweden,Nordics,,,,UNKNOWN,
1290,Azure as hyperscaler,SE,Sweden,Nordics,,,,UNKNOWN,
1291,This is the second confirmed JAGGAER deployment in EU grocery after Finiper Italy. Sweden establishes JAGGAER as a meani,SE,Sweden,Nordics,,,,UNKNOWN,
1292,3. THE NEW EU PROCUREMENT MAP — JAGGAER EXPANSION,SE,Sweden,Nordics,,,,UNKNOWN,
1293,JAGGAER now confirmed in 2 EU markets:,SE,Sweden,Nordics,,,,UNKNOWN,
1294,Italy: Finiper / Iper La Grande I,SE,Sweden,Nordics,,,,UNKNOWN,
1295,"Sweden: Axfood / Dagab cluster (Willys, Hemköp, Tempo, Handlar'n, City Gross transitioning, Eurocash, Axfood Snabbgross,",SE,Sweden,Nordics,,,,UNKNOWN,
1296,JAGGAER is becoming a Northern European cooperative procurement player alongside Ivalua's French/Iberian/Italian dominan,SE,Sweden,Nordics,,,,UNKNOWN,
1297,4. SWEDISH PROCUREMENT MAP,SE,Sweden,Nordics,,,,UNKNOWN,
1298,"Infor-native + EDI: ICA Gruppen cluster (6 banners), ICA Grossist",SE,Sweden,Nordics,,,,UNKNOWN,
1299,"JAGGAER + Dagab + SAP Ariba: Axfood cluster (Willys, Hemköp, Tempo, Handlar'n, City Gross transitioning, Eurocash, Axfoo",SE,Sweden,Nordics,,,,UNKNOWN,
1300,SAP Ariba (Coop Sverige + SAP Predictive Replenishment): Coop Sverige cluster,SE,Sweden,Nordics,,,,UNKNOWN,
1301,"SAP Ariba (independents): Bergendahls, Matöppet (via Bergendahls), Action Sverige, Martin & Servera, Menigo",SE,Sweden,Nordics,,,,UNKNOWN,
1302,"Native ERP / D365: Lidl Sverige (STACKIT), Sabis (D365 BC), Gekås Ullared (D365 F&O), Rusta, ÖoB",SE,Sweden,Nordics,,,,UNKNOWN,
1303,PMI transitioning: City Gross → Axfood/Dagab; Dollarstore → Tokmanni standard,SE,Sweden,Nordics,,,,UNKNOWN,
1304,5. SWEDISH CLOUD MAP,SE,Sweden,Nordics,,,,UNKNOWN,
1305,"Azure: Coop Sverige cluster, Axfood/Dagab cluster (~10+ banners), Action Sverige, Martin & Servera, Sabis, Gekås Ullared",SE,Sweden,Nordics,,,,UNKNOWN,
1306,"AWS: Rusta Sverige, Menigo (via Sysco)",SE,Sweden,Nordics,,,,UNKNOWN,
1307,Hybrid (multi-tenant cloud): ICA Gruppen Infor cluster,SE,Sweden,Nordics,,,,UNKNOWN,
1308,STACKIT: Lidl Sverige,SE,Sweden,Nordics,,,,UNKNOWN,
1309,Iver IT (Swedish managed services): Martin & Servera (hosting partnership),SE,Sweden,Nordics,,,,UNKNOWN,
1310,Sweden has the most fragmented hyperscaler distribution in EU grocery so far (Azure dominant + meaningful AWS via Rusta/,SE,Sweden,Nordics,,,,UNKNOWN,
1311,6. MICROSOFT D365 IN SWEDEN — THE GEKÅS ULLARED SIGNAL,SE,Sweden,Nordics,,,,UNKNOWN,
1312,"Per Gemini: Gekås Ullared on Microsoft D365 F&O 2023 — ""one of the few major retailers resisting the SAP trend in the No",SE,Sweden,Nordics,,,,UNKNOWN,
1313,7. SWEDISH WHOLESALE — DIVERSE STACKS,SE,Sweden,Nordics,,,,UNKNOWN,
1314,Dagab (Axfood) — SAP S/4HANA + JAGGAER + Ariba on Azure,SE,Sweden,Nordics,,,,UNKNOWN,
1315,ICA Grossist — Infor CloudSuite Distribution Enterprise,SE,Sweden,Nordics,,,,UNKNOWN,
1316,Martin & Servera (Axel Johnson) — SAP S/4HANA + Ariba on Azure (Iver IT),SE,Sweden,Nordics,,,,UNKNOWN,
1317,Menigo (Sysco) — SAP S/4HANA + Ariba on AWS,SE,Sweden,Nordics,,,,UNKNOWN,
1318,Svensk Cater (Bidcorp Global) — SAP S/4HANA on TBD,SE,Sweden,Nordics,,,,UNKNOWN,
1319,Most fragmented foodservice wholesale market in EU after Italy.,SE,Sweden,Nordics,,,,UNKNOWN,
1320,8. HALLUCINATION SCORECARD (SWEDEN),SE,Sweden,Nordics,,,,UNKNOWN,
1321,LLM,SE,Sweden,Nordics,Best Signal,Worst Signal,Notes,UNKNOWN,
1322,Gemini,SE,Sweden,Nordics,D365,"Wrong on ICA Gruppen — said SAP, actually Infor",EDI,UNKNOWN,
1323,ChatGPT,SE,Sweden,Nordics,SAP S/4HANA,Unknown,JAGGAER,UNKNOWN,
1324,Copilot,SE,Sweden,Nordics,Unknown,Misses ICA Infor signal,Conservative,UNKNOWN,
1325,Perplexity,SE,Sweden,Nordics,Infor CloudSuite,"Heavy ""echoloc"" reliance for unrelated banners",Top performer in Sweden — caught the Infor signal everyone else missed,UNKNOWN,
1326,Mistral,SE,Sweden,Nordics,Coop SAP correct,Wrong: ICA on SAP S/4HANA (actually Infor),Heavy hallucination,UNKNOWN,
1327,Grok,SE,Sweden,Nordics,Conservative SAP for Tier 1,Wrong: ICA on SAP (actually Infor),Acceptable conservative but missed Infor signal,UNKNOWN,
1328,9. NEW SWEDISH SIGNALS WORTH HIGHLIGHTING,SE,Sweden,Nordics,,,,UNKNOWN,
1329,Infor CloudSuite Distribution Enterprise at ICA Sweden — first major Infor grocery deployment in EU,SE,Sweden,Nordics,,,,UNKNOWN,
1330,JAGGAER at Axfood/Dagab — second JAGGAER EU grocery confirmation after Finiper Italy,SE,Sweden,Nordics,,,,UNKNOWN,
1331,Dagab as central tech provider — covers ~30% of Swedish grocery via Axfood symbol/franchise,SE,Sweden,Nordics,,,,UNKNOWN,
1332,TCS partnership with Coop Sverige for SAP S/4HANA Retail expansion (2025),SE,Sweden,Nordics,,,,UNKNOWN,
1333,Iver IT for Martin & Servera — Swedish managed services partnership for hosting,SE,Sweden,Nordics,,,,UNKNOWN,
1334,ServiceNow ITSM at City Gross (pre-Axfood acquisition),SE,Sweden,Nordics,,,,UNKNOWN,
1335,Sysco AWS for Menigo — international foodservice on AWS,SE,Sweden,Nordics,,,,UNKNOWN,
1336,Gekås Ullared D365 F&O — Sweden's largest single-site retailer on Microsoft,SE,Sweden,Nordics,,,,UNKNOWN,
1337,Sabis D365 Business Central — Stockholm specialty on Microsoft,SE,Sweden,Nordics,,,,UNKNOWN,
1338,"Tokmanni-Dollarstore PMI — Finnish discount acquiring Swedish discount, transitioning to Tokmanni standard",SE,Sweden,Nordics,,,,UNKNOWN,
1339,📊 SWEDEN FINAL STATUS,SE,Sweden,Nordics,,,,UNKNOWN,
1340,44 banners assessed,SE,Sweden,Nordics,,,,UNKNOWN,
1341,🟢 Confirmed: 11 (25%),SE,Sweden,Nordics,,,,UNKNOWN,
1342,🟠 Probable: 7 (16%),SE,Sweden,Nordics,,,,UNKNOWN,
1343,🟡 Inferred from parent: 17 (39%),SE,Sweden,Nordics,,,,UNKNOWN,
1344,⚫ Unknown / Legacy: 9 (20%),SE,Sweden,Nordics,,,,UNKNOWN,
1345,"~80% of Swedish banners with at least an inferred attribution. Sweden's top 3 enterprise groups (ICA, Axfood, Coop) cove",SE,Sweden,Nordics,,,,UNKNOWN,
1346,The top 6 Swedish grocery groups (~95% of revenue) all confirmed/probable on enterprise ERP:,SE,Sweden,Nordics,,,,UNKNOWN,
1347,ICA Gruppen (~50%) — Infor CloudSuite Distribution Enterprise + EDI on hybrid multi-tenant cloud (NOT SAP — different ar,SE,Sweden,Nordics,,,,UNKNOWN,
1348,"Axfood / Dagab cluster (~28%) — SAP S/4HANA + JAGGAER + Dagab + SAP Ariba on Azure (Willys, Hemköp, Tempo, Handlar'n, Ci",SE,Sweden,Nordics,,,,UNKNOWN,
1349,"Coop Sverige (~17%) — SAP S/4HANA + Ariba + SAP Predictive Replenishment on Azure/HEC (Stora Coop, Coop Forum, Coop Xtra",SE,Sweden,Nordics,,,,UNKNOWN,
1350,Lidl Sverige (~5%) — SAP S/4HANA on STACKIT,SE,Sweden,Nordics,,,,UNKNOWN,
1351,Bergendahls + City Gross (~3% combined) — SAP S/4HANA on Azure (transitioning to Axfood standard),SE,Sweden,Nordics,,,,UNKNOWN,
1352,Action Sverige + Rusta (~2% combined) — SAP S/4HANA on Azure / AWS,SE,Sweden,Nordics,,,,UNKNOWN,
1353,Sweden agentic-readiness: ~95% revenue-weighted on enterprise ERP — second-highest in EU after Norway (96%).,SE,Sweden,Nordics,,,,UNKNOWN,
1354,"For AIO rails, Sweden is uniquely complex due to Infor at ICA:",SE,Sweden,Nordics,,,,UNKNOWN,
1355,ICA via Infor CloudSuite Distribution Enterprise — requires Infor-native or EDI integration (~50% of market),SE,Sweden,Nordics,,,,UNKNOWN,
1356,Axfood via Dagab — JAGGAER + Ariba + SAP S/4HANA on Azure (~28% of market),SE,Sweden,Nordics,,,,UNKNOWN,
